Data,6,one_d_sensor_calibration,timestamp,"2",s,baro_cal_factor,"1",Pa,calibration_divisor,"1",counts,level_shift,"0",,offset_cal,"-218",,sensor_type,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,7,record,timestamp,1,,distance,1,,enhanced_altitude,1,,temperature,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"2",s,distance,"0.0",m,enhanced_altitude,"16.200000000000045",m,temperature,"20",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,8,unknown,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"2",,unknown,"65535",,unknown,"32767",,unknown,"80",,unknown,"127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,barometer_data,timestamp,1,,baro_pres,25,,timestamp_ms,1,,sample_time_offset,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"1",s,baro_pres,"101125|101125|101130|101130|101130|101130|101130|101136|101136|101133|101133|101132|101132|101132|101135|101135|101138|101138|101138|101138|101138|101137|101137|101135|101135",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|80|120|160|200|240|280|320|360|400|440|480|522|560|600|640|680|720|760|800|840|880|920|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"3",s,distance,"0.0",m,enhanced_altitude,"15.799999999999955",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"2",s,baro_pres,"101135|101136|101136|101137|101137|101137|101134|101134|101135|101135|101135|101135|101135|101137|101137|101143|101143|101143|101141|101141|101137|101137|101131|101131|101131",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|80|120|160|200|240|280|320|360|400|440|480|520|560|600|640|680|720|760|800|840|880|920|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"4",s,distance,"0.0",m,enhanced_altitude,"15.600000000000023",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"3",s,baro_pres,"101133|101133|101133|101133|101133|101132|101132|101136|101136|101137|101137|101137|101139|101139|101148|101148|101148|101144|101144|101139|101139|101143|101143|101143|101139",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|80|120|160|200|243|283|321|361|403|440|480|521|575|601|640|680|720|760|800|840|880|921|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"5",s,distance,"0.0",m,enhanced_altitude,"15.200000000000045",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"4",s,baro_pres,"101139|101139|101139|101139|101142|101142|101145|101145|101145|101145|101145|101148|101148|101151|101151|101151|101151|101151|101149|101149|101149|101149|101149|101149|101149",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|81|120|160|200|240|280|320|360|400|440|480|521|561|600|640|681|721|761|800|840|880|920|961",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"6",s,distance,"0.0",m,enhanced_altitude,"15.0",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"5",s,baro_pres,"101149|101149|101149|101147|101147|101147|101147|101138|101138|101138|101147|101147|101152|101152|101152|101151|101151|101149|101149|101148|101148|101148|101152|101152|101151",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|81|120|161|200|240|280|321|361|400|440|481|521|561|606|640|681|721|761|801|840|880|920|961",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"7",s,distance,"0.0",m,enhanced_altitude,"15.0",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"6",s,baro_pres,"101151|101151|101153|101153|101148|101148|101145|101145|101145|101140|101140|101136|101136|101136|101133|101133|101138|101138|101143|101143|101143|101146|101146|101142|101142",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|41|81|120|160|200|240|280|320|361|400|440|481|521|561|601|640|680|720|760|800|840|880|921|961",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"8",s,distance,"0.0",m,enhanced_altitude,"15.200000000000045",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"7",s,baro_pres,"101142|101143|101143|101138|101138|101135|101135|101135|101135|101135|101136|101136|101136|101135|101135|101138|101138|101140|101140|101140|101139|101139|101138|101138|101138",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|81|127|160|200|240|280|321|361|400|440|480|521|561|601|640|681|721|761|800|840|881|921|961",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"9",s,distance,"0.0",m,enhanced_altitude,"15.200000000000045",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"8",s,baro_pres,"101138|101138|101140|101140|101139|101139|101139|101138|101138|101142|101142|101142|101141|101141|101142|101142|101138|101138|101138|101140|101140|101138|101138|101138|101139",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|81|121|160|200|240|281|321|361|400|440|481|521|561|600|640|681|721|761|800|840|880|920|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,three_d_sensor_calibration,timestamp,"9",s,calibration_factor,"1",,calibration_divisor,"600",counts,level_shift,"32768",,offset_cal,"193|159|73",,orientation_matrix,"0.0|-1.0690928511482414|0.0|-1.0732738231479362|0.0|0.0|0.0|0.0|1.2003814755474174",,sensor_type,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"10",s,distance,"0.0",m,enhanced_altitude,"14.799999999999955",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"9",s,baro_pres,"101139|101141|101141|101141|101141|101141|101139|101139|101134|101134|101134|101141|101141|101162|101162|101160|101160|101160|101152|101152|101182|101182|101182|101217|101217",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|80|120|160|200|240|280|320|360|400|440|480|521|561|600|640|680|721|761|800|840|880|921|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"11",s,distance,"0.0",m,enhanced_altitude,"14.600000000000023",m,temperature,"21",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,barometer_data,timestamp,"10",s,baro_pres,"101217|101217|101174|101174|101174|101168|101168|101123|101123|101123|101129|101129|101132|101132|101137|101137|101137|101135|101135|101135|101135|101135|101136|101136|101135",Pa,timestamp_ms,"394",ms,sample_time_offset,"0|40|80|120|160|200|240|281|320|360|400|440|480|520|560|601|640|680|720|760|800|840|880|920|960",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,10,camera_event,timestamp,1,,camera_file_uuid,128,,timestamp_ms,1,,camera_event_type,1,,camera_orientation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,camera_event,timestamp,"11",s,camera_file_uuid,"VIRBactioncamera360_Video_3840_2160_29.9700_3967827018_38f2ace9_1_13_2020-04-09-21-41-03.fit",,timestamp_ms,"257",ms,camera_event_type,"0",,camera_orientation,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,camera_event,timestamp,"11",s,camera_file_uuid,"VIRBactioncamera360_Video_3840_2160_29.9700_3967827018_38f2ace9_1_13_2020-04-09-21-41-03.fit",,timestamp_ms,"257",ms,camera_event_type,"4",,camera_orientation,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,11,gyroscope_data,timestamp,1,,sample_time_offset,30,,gyro_x,30,,gyro_y,30,,gyro_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,gyroscope_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,gyro_x,"32783|32779|32775|32776|32780|32783|32787|32794|32803|32812|32817|32821|32823|32818|32812|32807|32804|32806|32813|32828|32849|32868|32884|32895|32899|32895|32885|32870|32851|32831",counts,gyro_y,"32854|32857|32859|32859|32861|32864|32864|32860|32861|32863|32863|32867|32865|32856|32845|32834|32824|32815|32806|32796|32781|32770|32758|32751|32752|32753|32758|32768|32778|32784",counts,gyro_z,"32635|32642|32651|32662|32671|32675|32679|32686|32694|32699|32700|32698|32686|32663|32636|32614|32595|32584|32578|32579|32585|32592|32600|32608|32616|32623|32628|32631|32635|32644",counts,timestamp_ms,"354",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,12,accelerometer_data,timestamp,1,,sample_time_offset,30,,accel_x,30,,accel_y,30,,accel_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,accelerometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,accel_x,"32507|32513|32505|32498|32500|32498|32496|32501|32513|32518|32522|32526|32533|32543|32552|32562|32565|32566|32560|32554|32542|32528|32526|32521|32514|32513|32510|32511|32515|32518",counts,accel_y,"32992|33007|33023|33038|33049|33057|33061|33054|33041|33032|33018|33005|33002|33001|33006|33021|33040|33061|33075|33081|33083|33069|33042|33017|32996|32979|32965|32959|32964|32959",counts,accel_z,"30651|30648|30645|30640|30641|30651|30647|30636|30637|30639|30637|30641|30650|30642|30638|30644|30648|30647|30640|30639|30649|30661|30662|30659|30653|30652|30660|30668|30675|30677",counts,timestamp_ms,"354",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,13,magnetometer_data,timestamp,1,,sample_time_offset,30,,mag_x,30,,mag_y,30,,mag_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,13,magnetometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,mag_x,"32845|32845|32846|32847|32848|32846|32846|32849|32848|32848|32847|32846|32847|32847|32847|32847|32846|32846|32847|32847|32846|32846|32846|32845|32846|32846|32846|32846|32845|32847",counts,mag_y,"32844|32844|32845|32845|32845|32843|32844|32845|32844|32845|32844|32844|32843|32843|32844|32844|32843|32842|32842|32843|32842|32842|32842|32843|32844|32842|32842|32843|32843|32843",counts,mag_z,"33100|33099|33100|33099|33100|33101|33101|33102|33101|33101|33102|33099|33099|33100|33102|33099|33099|33100|33100|33097|33099|33102|33100|33102|33103|33101|33101|33101|33100|33100",counts,timestamp_ms,"354",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,gyroscope_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,gyro_x,"32813|32796|32787|32770|32750|32718|32674|32603|32530|32490|32477|32479|32489|32502|32505|32497|32484|32468|32452|32445|32440|32428|32399|32363|32325|32283|32245|32217|32205|32217",counts,gyro_y,"32791|32798|32802|32808|32814|32818|32817|32813|32810|32803|32787|32765|32731|32696|32663|32630|32590|32527|32440|32334|32221|32091|31935|31774|31593|31379|31138|30881|30626|30363",counts,gyro_z,"32661|32683|32692|32700|32697|32679|32650|32611|32570|32544|32515|32471|32403|32306|32191|32075|31960|31831|31653|31409|31108|30759|30365|29949|29520|29077|28623|28155|27680|27209",counts,timestamp_ms,"474",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,accelerometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,accel_x,"32526|32541|32549|32556|32552|32546|32544|32551|32559|32564|32577|32589|32597|32604|32609|32619|32631|32644|32661|32685|32718|32747|32783|32836|32880|32902|32897|32875|32847|32822",counts,accel_y,"32949|32931|32917|32884|32855|32848|32878|32919|32948|32957|32946|32933|32922|32922|32931|32926|32899|32850|32784|32714|32634|32569|32528|32479|32421|32380|32367|32390|32447|32519",counts,accel_z,"30679|30670|30661|30643|30633|30640|30665|30685|30691|30682|30658|30632|30610|30619|30645|30667|30681|30665|30636|30628|30651|30654|30653|30693|30751|30805|30861|30918|30977|31011",counts,timestamp_ms,"474",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,13,magnetometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,mag_x,"32847|32847|32849|32849|32854|32868|32861|32857|32860|32857|32857|32860|32861|32860|32860|32862|32863|32862|32862|32864|32865|32866|32867|32868|32870|32872|32876|32879|32878|32878",counts,mag_y,"32844|32844|32844|32844|32848|32853|32851|32848|32854|32856|32848|32849|32850|32850|32850|32849|32850|32850|32849|32849|32849|32850|32850|32850|32850|32852|32854|32857|32856|32855",counts,mag_z,"33099|33098|33098|33101|33098|33095|33097|33098|33095|33088|33095|33100|33099|33098|33101|33098|33097|33100|33100|33102|33102|33100|33102|33102|33102|33104|33104|33102|33103|33104",counts,timestamp_ms,"474",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,gyroscope_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,gyro_x,"32263|32340|32447|32581|32721|32850|32959|33042|33103|33134|33126|33074|32978|32845|32677|32484|32279|32064|31853|31659|31488|31361|31284|31256|31294|31420|31639|31914|32191|32420",counts,gyro_y,"30092|29827|29564|29326|29138|29005|28914|28839|28756|28658|28547|28432|28322|28226|28143|28050|27917|27732|27503|27266|27053|26914|26916|27112|27484|27945|28351|28624|28798|28959",counts,gyro_z,"26777|26417|26139|25960|25886|25918|26053|26269|26545|26845|27135|27415|27687|27950|28210|28442|28609|28692|28698|28660|28615|28586|28574|28546|28482|28373|28247|28155|28109|28127",counts,timestamp_ms,"594",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,accelerometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,accel_x,"32797|32768|32732|32683|32621|32558|32492|32432|32391|32361|32339|32323|32319|32318|32334|32369|32402|32416|32416|32403|32349|32216|31969|31638|31334|31115|30932|30727|30518|30367",counts,accel_y,"32605|32709|32806|32887|32944|32956|32914|32821|32710|32592|32477|32393|32326|32255|32179|32116|32094|32126|32220|32365|32536|32699|32817|32871|32856|32807|32717|32591|32450|32319",counts,accel_z,"31005|30985|30969|30981|31039|31116|31189|31238|31257|31274|31302|31331|31367|31416|31475|31516|31562|31624|31683|31745|31776|31764|31730|31669|31614|31583|31552|31512|31458|31426",counts,timestamp_ms,"594",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,13,magnetometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,mag_x,"32878|32881|32884|32883|32883|32884|32885|32887|32888|32886|32886|32886|32886|32884|32890|32901|32889|32887|32890|32890|32891|32894|32898|32896|32895|32894|32895|32894|32891|32890",counts,mag_y,"32858|32863|32863|32864|32868|32871|32873|32878|32882|32883|32885|32891|32894|32899|32904|32909|32914|32919|32925|32930|32937|32944|32949|32955|32959|32962|32966|32969|32972|32976",counts,mag_z,"33105|33104|33104|33107|33108|33108|33108|33106|33107|33110|33107|33105|33104|33107|33108|33107|33108|33107|33106|33109|33111|33106|33102|33105|33106|33104|33104|33102|33098|33097",counts,timestamp_ms,"594",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,gyroscope_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,gyro_x,"32571|32634|32623|32564|32467|32338|32190|32050|31928|31820|31743|31707|31706|31729|31767|31811|31859|31910|31959|32009|32068|32150|32259|32386|32522|32646|32742|32795|32806|32779",counts,gyro_y,"29164|29411|29699|29984|30216|30410|30591|30755|30910|31049|31170|31295|31415|31514|31583|31631|31678|31733|31791|31857|31951|32084|32234|32360|32465|32560|32652|32745|32856|32978",counts,gyro_z,"28206|28345|28577|28938|29401|29921|30465|30992|31476|31923|32315|32633|32861|32998|33062|33062|33006|32902|32759|32593|32422|32245|32068|31910|31775|31676|31613|31593|31612|31660",counts,timestamp_ms,"714",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,accelerometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,accel_x,"30290|30311|30378|30404|30407|30439|30472|30486|30510|30528|30538|30559|30634|30720|30790|30845|30888|30927|30946|30950|30956|30971|30983|30985|30973|30942|30911|30892|30881|30886",counts,accel_y,"32232|32224|32272|32317|32367|32429|32476|32527|32591|32653|32702|32742|32789|32830|32866|32885|32893|32902|32897|32884|32866|32851|32829|32796|32749|32695|32643|32584|32522|32459",counts,accel_z,"31414|31417|31472|31512|31496|31476|31442|31404|31367|31320|31276|31239|31214|31206|31201|31199|31201|31203|31197|31196|31209|31230|31227|31198|31181|31182|31183|31198|31212|31228",counts,timestamp_ms,"714",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,13,magnetometer_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,mag_x,"32891|32889|32888|32888|32887|32887|32887|32886|32888|32892|32893|32892|32893|32895|32895|32897|32901|32903|32901|32902|32900|32899|32902|32902|32901|32902|32901|32900|32900|32901",counts,mag_y,"32978|32981|32983|32985|32987|32988|32991|32992|32993|32995|32998|32999|33000|33002|33004|33006|33007|33009|33009|33009|33009|33009|33010|33011|33011|33010|33010|33010|33010|33009",counts,mag_z,"33100|33101|33100|33097|33096|33095|33095|33097|33093|33095|33098|33098|33095|33095|33096|33097|33097|33095|33095|33098|33092|33091|33094|33095|33098|33095|33094|33093|33091|33093",counts,timestamp_ms,"714",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,gyroscope_data,timestamp,"6",s,sample_time_offset,"0|4|8|12|16|20|24|28|32|36|40|44|48|52|56|60|64|68|72|76|80|84|88|92|96|100|104|108|112|116",ms,gyro_x,"32722|32649|32570|32494|32438|32374|32323|32287|32259|32233|32208|32182|32150|32102|32037|31964|31883|31805|31735|31662|31597|31548|31511|31492|31499|31527|31572|31637|31725|31836",counts,gyro_y,"33097|33201|33268|33317|33349|33380|33404|33419|33427|33430|33432|33438|33458|33494|33545|33602|33660|33727|33817|33929|34040|34159|34276|34387|34499|34597|34671|34720|34753|34777",counts,gyro_z,"31747|31856|31970|32092|32189|32323|32449|32559|32656|32743|32795|32789|32732|32623|32473|32301|32111|31906|31681|31432|31180|30935|30699|30480|30287|30125|29995|29897|29834|29808",counts,timestamp_ms,"834",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
